id,adf_p_level,kpss_p_level,adf_p_diff,kpss_p_diff,adf_stat_level,kpss_stat_level,adf_stat_diff,kpss_stat_diff,both_stat_level,both_stat_diff
FOODS_3_426_CA_1_evaluation,5.722914265720357e-06,0.1,1.0357728149785825e-07,0.1,True,True,True,True,True,True
FOODS_3_428_WI_1_evaluation,4.1147227969703e-20,0.1,3.528717451333563e-10,0.1,True,True,True,True,True,True
FOODS_3_430_WI_1_evaluation,5.674654846898863e-19,0.023853179669044343,4.052259007567047e-08,0.1,True,False,True,True,False,True
FOODS_3_434_TX_1_evaluation,1.1420709254272154e-06,0.04430326388810124,2.934196276108772e-13,0.1,True,False,True,True,False,True
FOODS_3_436_CA_1_evaluation,0.3150355814649534,0.07964378227707505,8.684241066717254e-09,0.09594175351803491,False,True,True,True,False,True
FOODS_3_437_WI_1_evaluation,1.2187836112251553e-05,0.1,5.682714752579656e-07,0.08881706592243345,True,True,True,True,True,True
FOODS_3_448_CA_1_evaluation,2.2191332365921635e-09,0.0974546806683009,4.140726570344195e-12,0.1,True,True,True,True,True,True
FOODS_3_449_TX_1_evaluation,4.410940625145696e-06,0.01,5.796205007883478e-13,0.1,True,False,True,True,False,True
FOODS_3_453_WI_1_evaluation,6.271694965677423e-05,0.1,1.631147003590499e-17,0.1,True,True,True,True,True,True
FOODS_3_455_WI_1_evaluation,0.2869099378724308,0.1,3.2338847550527995e-22,0.1,False,True,True,True,False,True
FOODS_3_459_CA_1_evaluation,0.48826869085699115,0.01,1.2490561012134953e-08,0.041666666666667795,False,False,True,False,False,False
FOODS_3_462_WI_1_evaluation,8.598969412083766e-10,0.1,1.0404501835376948e-16,0.1,True,True,True,True,True,True
FOODS_3_472_CA_1_evaluation,0.22049666643867089,0.1,1.630585801946734e-05,0.1,False,True,True,True,False,True
FOODS_3_476_WI_1_evaluation,1.2752333847909728e-08,0.1,3.301054086885532e-12,0.1,True,True,True,True,True,True
FOODS_3_482_WI_1_evaluation,1.9104589160288065e-06,0.04334598460166703,1.2787966559500295e-14,0.1,True,False,True,True,False,True
FOODS_3_485_CA_1_evaluation,0.20004177920724098,0.01,1.0302803524135335e-14,0.1,False,False,True,True,False,True
FOODS_3_486_WI_1_evaluation,1.9397576954137625e-06,0.1,5.991508584604962e-11,0.1,True,True,True,True,True,True
FOODS_3_489_WI_1_evaluation,1.4766256875043e-09,0.1,2.2485637492443374e-10,0.1,True,True,True,True,True,True
FOODS_3_494_TX_1_evaluation,0.37178067299638273,0.01,7.424928574038506e-10,0.1,False,False,True,True,False,True
FOODS_3_509_TX_1_evaluation,0.007738739079222593,0.01,8.688557144019364e-11,0.1,True,False,True,True,False,True
FOODS_3_512_WI_1_evaluation,0.17015775347428652,0.01,1.1203799031561934e-09,0.1,False,False,True,True,False,True
FOODS_3_521_CA_1_evaluation,1.1720076677116659e-07,0.1,6.886567444702934e-07,0.1,True,True,True,True,True,True
FOODS_3_521_WI_1_evaluation,0.06284301442633071,0.1,8.209568616047246e-21,0.041666666666668184,False,True,True,False,False,False
FOODS_3_534_WI_1_evaluation,6.971343453076425e-29,0.1,3.8137805185266715e-13,0.1,True,True,True,True,True,True
FOODS_3_536_TX_1_evaluation,5.039645650447496e-28,0.049087629666894034,1.74606606660341e-11,0.1,True,False,True,True,False,True
FOODS_3_538_TX_1_evaluation,0.009125276793870795,0.09905495831839249,2.408466189546109e-17,0.1,True,True,True,True,True,True
FOODS_3_539_WI_1_evaluation,0.049626319569323826,0.07692384388949322,4.455375318171799e-17,0.1,True,True,True,True,True,True
FOODS_3_548_TX_1_evaluation,8.067816559108026e-17,0.08436429267502636,3.593501502322092e-18,0.1,True,True,True,True,True,True
FOODS_3_577_TX_1_evaluation,0.01635941042281603,0.01,4.810221892210561e-18,0.1,True,False,True,True,False,True
FOODS_3_583_CA_1_evaluation,0.38088665467532506,0.01,2.0900540371000232e-15,0.1,False,False,True,True,False,True
FOODS_3_590_TX_1_evaluation,0.01592570704232194,0.1,7.264476998200046e-07,0.1,True,True,True,True,True,True
FOODS_3_590_WI_1_evaluation,0.00017551868039147376,0.1,5.119751420007536e-17,0.1,True,True,True,True,True,True
FOODS_3_596_WI_1_evaluation,0.00023195247533044192,0.01,3.760980626049513e-13,0.1,True,False,True,True,False,True
FOODS_3_597_WI_1_evaluation,7.973339128185422e-24,0.1,7.299679604572972e-15,0.1,True,True,True,True,True,True
FOODS_3_599_TX_1_evaluation,0.07905322658496555,0.1,1.729543461462773e-23,0.1,False,True,True,True,False,True
FOODS_3_610_TX_1_evaluation,0.47333890653580196,0.01,1.803677120245154e-12,0.1,False,False,True,True,False,True
FOODS_3_615_CA_1_evaluation,0.5522674227136963,0.01,2.252299308437825e-06,0.1,False,False,True,True,False,True
FOODS_3_622_WI_1_evaluation,0.05150399138100584,0.06636303601391157,9.004688824969758e-18,0.1,False,True,True,True,False,True
FOODS_3_623_TX_1_evaluation,8.136199140666534e-22,0.1,6.331315270050417e-15,0.1,True,True,True,True,True,True
FOODS_3_631_WI_1_evaluation,5.515136933897281e-22,0.1,7.682000556284256e-13,0.1,True,True,True,True,True,True
FOODS_3_639_CA_1_evaluation,0.6341333112501926,0.04905304047124282,1.4015062123001354e-07,0.1,False,False,True,True,False,True
FOODS_3_649_TX_1_evaluation,0.002160848442391964,0.010473548257102632,7.857455257546157e-19,0.1,True,False,True,True,False,True
FOODS_3_654_CA_1_evaluation,0.1336240524216668,0.1,1.3319910075159004e-26,0.1,False,True,True,True,False,True
FOODS_3_657_CA_1_evaluation,0.0005476247121740984,0.1,3.8598839347158927e-16,0.1,True,True,True,True,True,True
FOODS_3_661_CA_1_evaluation,0.018751239650000053,0.01,8.914971125570234e-08,0.1,True,False,True,True,False,True
FOODS_3_661_TX_1_evaluation,0.5878522034761282,0.01,3.8067018526759016e-07,0.09509959775445863,False,False,True,True,False,True
FOODS_3_673_WI_1_evaluation,0.29895976458395285,0.09693316039514299,4.1130853073706296e-16,0.1,False,True,True,True,False,True
FOODS_3_674_TX_1_evaluation,0.4090532843444114,0.01,1.0200761637928333e-09,0.1,False,False,True,True,False,True
FOODS_3_675_TX_1_evaluation,0.008943997023066027,0.01880364362241864,4.551691251088371e-09,0.1,True,False,True,True,False,True
FOODS_3_676_TX_1_evaluation,0.007953370332153552,0.01,9.196881265918087e-09,0.1,True,False,True,True,False,True
FOODS_3_681_CA_1_evaluation,1.617641425120255e-10,0.02978582216699077,1.5156311388543145e-10,0.1,True,False,True,True,False,True
FOODS_3_684_WI_1_evaluation,0.002670260768223623,0.1,1.2261890815039817e-20,0.1,True,True,True,True,True,True
FOODS_3_685_TX_1_evaluation,4.352323101335056e-09,0.1,4.331786975921527e-15,0.1,True,True,True,True,True,True
FOODS_3_686_WI_1_evaluation,4.559520392629812e-06,0.06868356057325135,4.797861764967277e-15,0.1,True,True,True,True,True,True
FOODS_3_691_CA_1_evaluation,9.037219851958009e-10,0.1,3.8282440883339874e-15,0.1,True,True,True,True,True,True
FOODS_3_703_TX_1_evaluation,0.11841210795082463,0.01,1.2521441219847746e-07,0.1,False,False,True,True,False,True
FOODS_3_708_WI_1_evaluation,0.009877358062668639,0.046618371659504186,7.563912627347065e-28,0.1,True,False,True,True,False,True
FOODS_3_712_WI_1_evaluation,0.0010355773022138887,0.01,1.0549726450419798e-16,0.08909416657365594,True,False,True,True,False,True
FOODS_3_718_CA_1_evaluation,5.152598250526304e-08,0.1,6.292929813960408e-11,0.1,True,True,True,True,True,True
FOODS_3_721_WI_1_evaluation,0.29279432701779073,0.016542998169363474,1.26877494205243e-10,0.1,False,False,True,True,False,True
FOODS_3_731_TX_1_evaluation,0.08041880949799768,0.07313861762205427,4.382289844228478e-12,0.1,False,True,True,True,False,True
FOODS_3_744_TX_1_evaluation,0.0038360385989049854,0.01701047679470171,4.594805969660287e-27,0.1,True,False,True,True,False,True
FOODS_3_748_TX_1_evaluation,0.16036755667154107,0.04210911118470743,1.1288498678839802e-25,0.1,False,False,True,True,False,True
FOODS_3_752_CA_1_evaluation,1.6964959110750782e-08,0.01,1.8665616839263018e-13,0.1,True,False,True,True,False,True
FOODS_3_759_CA_1_evaluation,4.59791025958814e-12,0.02579901661509599,7.52850808354843e-05,0.1,True,False,True,True,False,True
FOODS_3_762_CA_1_evaluation,0.08233565656682512,0.0928352671088889,2.98042237902981e-23,0.1,False,True,True,True,False,True
FOODS_3_766_CA_1_evaluation,5.635046667676679e-09,0.01,4.441111472338695e-12,0.1,True,False,True,True,False,True
FOODS_3_769_TX_1_evaluation,0.0008846238744870439,0.1,9.105345690413952e-21,0.1,True,True,True,True,True,True
FOODS_3_770_TX_1_evaluation,0.00013421877835567502,0.01,5.6711463548182307e-11,0.1,True,False,True,True,False,True
FOODS_3_771_CA_1_evaluation,0.005765057298897743,0.01,0.0,0.1,True,False,True,True,False,True
FOODS_3_774_TX_1_evaluation,0.005153256797667115,0.07157088390065508,1.1831681832282625e-14,0.1,True,True,True,True,True,True
FOODS_3_778_CA_1_evaluation,0.0001087967095683225,0.1,2.4782221304624534e-22,0.1,True,True,True,True,True,True
FOODS_3_792_WI_1_evaluation,0.0010185642066867211,0.01,2.1272833051117673e-28,0.1,True,False,True,True,False,True
FOODS_3_794_WI_1_evaluation,5.063379044383474e-06,0.1,1.459906607018508e-13,0.1,True,True,True,True,True,True
FOODS_3_803_CA_1_evaluation,1.363424767199906e-06,0.07682446463491399,1.6565000621595337e-12,0.1,True,True,True,True,True,True
FOODS_3_807_TX_1_evaluation,1.828676422872115e-18,0.1,1.4343778470727516e-12,0.1,True,True,True,True,True,True
FOODS_3_821_WI_1_evaluation,0.023119699084833193,0.05803234024630253,8.89744553317323e-27,0.1,True,True,True,True,True,True
HOBBIES_1_002_WI_1_evaluation,4.1748064593291804e-10,0.1,1.7825012858443305e-18,0.1,True,True,True,True,True,True
HOBBIES_1_003_CA_1_evaluation,0.0008645927690324885,0.01,0.00020849309646678616,0.1,True,False,True,True,False,True
HOBBIES_1_003_WI_1_evaluation,5.256223647597422e-13,0.1,8.229719672203086e-13,0.1,True,True,True,True,True,True
HOBBIES_1_005_CA_1_evaluation,5.787236868185237e-12,0.1,2.2160314925153774e-16,0.1,True,True,True,True,True,True
HOBBIES_1_006_CA_1_evaluation,0.3895792764538615,0.01,1.4079608302030971e-15,0.1,False,False,True,True,False,True
HOBBIES_1_007_CA_1_evaluation,3.3528558490921805e-27,0.1,2.0532919974586218e-15,0.041666666666718144,True,True,True,False,True,False
HOBBIES_1_007_WI_1_evaluation,0.42017959786757697,0.01,4.954268254570909e-09,0.1,False,False,True,True,False,True
HOBBIES_1_009_CA_1_evaluation,0.10075329831955576,0.01,1.2195963615529906e-19,0.1,False,False,True,True,False,True
HOBBIES_1_009_WI_1_evaluation,5.291390102866977e-09,0.1,2.168447730269889e-11,0.1,True,True,True,True,True,True
HOBBIES_1_011_CA_1_evaluation,6.722270422653473e-05,0.02259682102450209,1.7861427439460106e-13,0.1,True,False,True,True,False,True
HOBBIES_1_011_WI_1_evaluation,4.5250892447181434e-29,0.1,3.7326591866845545e-12,0.1,True,True,True,True,True,True
HOBBIES_1_012_WI_1_evaluation,0.09437936880112863,0.01,2.078853254181427e-19,0.1,False,False,True,True,False,True
HOBBIES_1_014_TX_1_evaluation,0.001124421991117706,0.08575560538556282,5.718304121079958e-26,0.1,True,True,True,True,True,True
HOBBIES_1_016_WI_1_evaluation,0.008034082095229827,0.1,2.256802526704439e-20,0.05670340160173592,True,True,True,True,True,True
HOBBIES_1_018_TX_1_evaluation,0.0016583793171889023,0.05309508987303759,3.4791316931603727e-22,0.1,True,True,True,True,True,True
HOBBIES_1_021_CA_1_evaluation,0.0009953230996480292,0.1,4.738878813531772e-20,0.1,True,True,True,True,True,True
HOBBIES_1_021_TX_1_evaluation,4.108275426716198e-06,0.1,5.0412735197532944e-21,0.1,True,True,True,True,True,True
HOBBIES_1_022_CA_1_evaluation,9.920095172540229e-05,0.01,1.2041564724054293e-14,0.1,True,False,True,True,False,True
HOBBIES_1_023_TX_1_evaluation,0.03342447902076991,0.01,0.0,0.1,True,False,True,True,False,True
HOBBIES_1_029_WI_1_evaluation,0.00012861264144183924,0.02339362030034558,2.8040618873164225e-11,0.1,True,False,True,True,False,True
HOBBIES_1_030_CA_1_evaluation,0.1120696730940165,0.01,5.600299430874896e-06,0.1,False,False,True,True,False,True
HOBBIES_1_031_WI_1_evaluation,2.2303158329057128e-18,0.01,8.754490755295061e-15,0.1,True,False,True,True,False,True
HOBBIES_1_032_CA_1_evaluation,0.0078023620283001905,0.01,8.603782648648197e-13,0.1,True,False,True,True,False,True
HOBBIES_1_032_TX_1_evaluation,2.990737918395317e-09,0.1,2.237081304135402e-15,0.1,True,True,True,True,True,True
HOBBIES_1_033_TX_1_evaluation,1.6248989987089585e-15,0.1,9.365163375676043e-07,0.1,True,True,True,True,True,True
HOBBIES_1_036_CA_1_evaluation,0.08901544014407303,0.033861462101720155,1.4042120301575352e-07,0.1,False,False,True,True,False,True
HOBBIES_1_037_WI_1_evaluation,0.054050199101254,0.09276715613921292,5.076612863951183e-16,0.1,False,True,True,True,False,True
HOBBIES_1_041_WI_1_evaluation,0.018853562469787255,0.01,1.1082331049116339e-06,0.1,True,False,True,True,False,True
HOBBIES_1_043_WI_1_evaluation,0.010955471782358173,0.01,1.2746039130276558e-09,0.1,True,False,True,True,False,True
HOBBIES_1_045_WI_1_evaluation,3.5522916780416094e-07,0.03937127160821022,3.229245103618137e-10,0.1,True,False,True,True,False,True
HOBBIES_1_047_WI_1_evaluation,1.574825758705551e-08,0.01,1.3881253904878598e-11,0.1,True,False,True,True,False,True
HOBBIES_1_049_TX_1_evaluation,0.4673416933052423,0.01,6.347382980910877e-09,0.1,False,False,True,True,False,True
HOBBIES_1_051_CA_1_evaluation,1.2209190263677924e-05,0.0940720283782055,1.46881926273421e-11,0.1,True,True,True,True,True,True
HOBBIES_1_051_WI_1_evaluation,1.5717071946783888e-24,0.1,2.3170810520735364e-08,0.1,True,True,True,True,True,True
HOBBIES_1_054_TX_1_evaluation,0.14513962682309972,0.011138256462138781,5.127045997140048e-14,0.1,False,False,True,True,False,True
HOBBIES_1_058_TX_1_evaluation,0.004010325897006964,0.01,6.1696626330233334e-24,0.1,True,False,True,True,False,True
HOBBIES_1_060_CA_1_evaluation,0.18552707261132856,0.01,1.3780455982495299e-21,0.1,False,False,True,True,False,True
HOBBIES_1_061_WI_1_evaluation,2.0567551862414318e-07,0.01,1.4347320888107857e-12,0.1,True,False,True,True,False,True
HOBBIES_1_063_TX_1_evaluation,5.2522218697293154e-14,0.1,3.930400234769851e-07,0.1,True,True,True,True,True,True
HOBBIES_1_078_CA_1_evaluation,0.00270165548959576,0.1,1.2924375965379516e-09,0.1,True,True,True,True,True,True
HOBBIES_1_078_WI_1_evaluation,1.0879310674218594e-05,0.1,7.649645811759842e-13,0.1,True,True,True,True,True,True
HOBBIES_1_081_CA_1_evaluation,9.97987008347502e-12,0.1,1.8236863637124785e-15,0.1,True,True,True,True,True,True
HOBBIES_1_084_CA_1_evaluation,0.0013427084396290133,0.1,1.946517845875804e-21,0.1,True,True,True,True,True,True
HOBBIES_1_085_WI_1_evaluation,0.00217947784308578,0.1,2.3345501884559494e-18,0.1,True,True,True,True,True,True
HOBBIES_1_088_TX_1_evaluation,0.007934984510870602,0.1,1.6109106116339875e-16,0.1,True,True,True,True,True,True
HOBBIES_1_089_CA_1_evaluation,0.03213312004438803,0.01,2.5217672189782575e-19,0.1,True,False,True,True,False,True
HOBBIES_1_090_TX_1_evaluation,1.4663654550425035e-09,0.1,1.4420857990181714e-14,0.1,True,True,True,True,True,True
HOBBIES_1_090_WI_1_evaluation,6.783308733536198e-21,0.1,8.459335212393336e-19,0.0700966460799094,True,True,True,True,True,True
HOBBIES_1_091_TX_1_evaluation,5.31621227105832e-21,0.1,1.9940048872348364e-14,0.1,True,True,True,True,True,True
HOBBIES_1_095_TX_1_evaluation,3.3096020461730623e-10,0.019256698314403967,8.026670337425915e-10,0.1,True,False,True,True,False,True
HOBBIES_1_095_WI_1_evaluation,1.3877791098545114e-05,0.1,5.856454939344542e-14,0.1,True,True,True,True,True,True
HOBBIES_1_098_WI_1_evaluation,0.0004835049559993645,0.1,4.8404386055667304e-27,0.1,True,True,True,True,True,True
HOBBIES_1_099_WI_1_evaluation,0.03910042656190247,0.02379683578711811,5.960514640367689e-25,0.1,True,False,True,True,False,True
HOBBIES_1_100_TX_1_evaluation,5.005208168482449e-07,0.1,1.2808108989684686e-12,0.1,True,True,True,True,True,True
HOBBIES_1_102_TX_1_evaluation,4.0521190281539376e-11,0.1,2.796405920247803e-13,0.1,True,True,True,True,True,True
HOBBIES_1_102_WI_1_evaluation,7.274858350668651e-07,0.1,8.105661497102443e-11,0.1,True,True,True,True,True,True
HOBBIES_1_105_TX_1_evaluation,1.0851877448118108e-08,0.1,1.1600830141300123e-17,0.1,True,True,True,True,True,True
HOBBIES_1_105_WI_1_evaluation,0.0001470733039456869,0.1,2.4545339192926156e-12,0.1,True,True,True,True,True,True
HOBBIES_1_106_TX_1_evaluation,0.06815647664194567,0.01,2.4796589723286285e-21,0.1,False,False,True,True,False,True
HOBBIES_1_107_CA_1_evaluation,5.4439012065297756e-21,0.1,2.4392883710486226e-13,0.04475830874431061,True,True,True,False,True,False
HOBBIES_1_107_WI_1_evaluation,2.339711159117473e-20,0.018173064630329163,3.6697677792120855e-09,0.1,True,False,True,True,False,True
HOBBIES_1_110_TX_1_evaluation,7.640393951337617e-10,0.1,2.594628244994941e-13,0.1,True,True,True,True,True,True
HOBBIES_1_116_TX_1_evaluation,0.00039845715891017404,0.028597615756560137,2.129015941496283e-18,0.1,True,False,True,True,False,True
HOBBIES_1_118_TX_1_evaluation,8.068087471599607e-29,0.1,2.0894277741963925e-18,0.1,True,True,True,True,True,True
HOBBIES_1_119_CA_1_evaluation,1.6937160621628516e-20,0.1,7.0442970972608036e-06,0.1,True,True,True,True,True,True
HOBBIES_1_120_WI_1_evaluation,0.004212838659647602,0.07871385455118782,2.3168275521852744e-13,0.1,True,True,True,True,True,True
HOBBIES_1_121_WI_1_evaluation,2.4127381340805585e-07,0.1,2.9621379362023973e-12,0.1,True,True,True,True,True,True
HOBBIES_1_125_CA_1_evaluation,0.0014447882933849158,0.1,3.901099696754692e-06,0.1,True,True,True,True,True,True
HOBBIES_1_125_TX_1_evaluation,0.00014080759186486033,0.01,2.0646516891967063e-15,0.1,True,False,True,True,False,True
HOBBIES_1_129_TX_1_evaluation,0.000455476661311248,0.1,5.242555462331058e-08,0.1,True,True,True,True,True,True
HOBBIES_1_130_WI_1_evaluation,0.218849018250159,0.01,9.29827038311872e-16,0.1,False,False,True,True,False,True
HOBBIES_1_131_CA_1_evaluation,0.06594852143281252,0.1,3.254175261875767e-12,0.1,False,True,True,True,False,True
HOBBIES_1_137_CA_1_evaluation,0.00023492860940154723,0.1,4.856046514198579e-16,0.1,True,True,True,True,True,True
HOBBIES_1_138_CA_1_evaluation,0.018903117515748313,0.024481020291824227,3.241692608914401e-28,0.1,True,False,True,True,False,True
HOBBIES_1_140_TX_1_evaluation,1.742527346387772e-05,0.018855886673042447,1.1576696691417075e-14,0.1,True,False,True,True,False,True
HOBBIES_1_147_TX_1_evaluation,0.00022612788530841082,0.05291707478878494,4.6235491466285585e-15,0.1,True,True,True,True,True,True
HOBBIES_1_153_TX_1_evaluation,1.364486987601262e-07,0.1,2.421978463015284e-10,0.1,True,True,True,True,True,True
HOBBIES_1_153_WI_1_evaluation,0.03681430737260703,0.01,6.464169790571677e-10,0.1,True,False,True,True,False,True
HOBBIES_1_157_CA_1_evaluation,0.12866188064550826,0.01,0.0011366152047491197,0.1,False,False,True,True,False,True
HOBBIES_1_157_TX_1_evaluation,0.00019692133939498756,0.1,1.3802282104474641e-27,0.1,True,True,True,True,True,True
HOBBIES_1_160_TX_1_evaluation,6.817362023404458e-07,0.1,8.121771456420224e-08,0.1,True,True,True,True,True,True
HOBBIES_1_161_WI_1_evaluation,0.005517140260104419,0.034541451963838884,1.4526647058844714e-06,0.1,True,False,True,True,False,True
HOBBIES_1_162_TX_1_evaluation,6.782902930315381e-14,0.1,6.078248353224575e-13,0.1,True,True,True,True,True,True
HOBBIES_1_165_WI_1_evaluation,0.03320193467076169,0.01,6.3566763867945465e-12,0.1,True,False,True,True,False,True
HOBBIES_1_166_WI_1_evaluation,0.07793840303940815,0.1,1.0661003651027131e-25,0.1,False,True,True,True,False,True
HOBBIES_1_168_CA_1_evaluation,0.006877955267765892,0.01,2.190057965672942e-15,0.1,True,False,True,True,False,True
HOBBIES_1_168_WI_1_evaluation,0.07656726924283763,0.1,1.5703625106166291e-12,0.1,False,True,True,True,False,True
HOBBIES_1_169_WI_1_evaluation,0.002949590397592395,0.1,1.7974101785752807e-22,0.1,True,True,True,True,True,True
HOBBIES_1_171_CA_1_evaluation,5.8242752878952054e-18,0.0454873803284825,8.60730775286096e-14,0.1,True,False,True,True,False,True
HOBBIES_1_172_CA_1_evaluation,7.133416892566646e-15,0.1,3.0670902260648263e-25,0.1,True,True,True,True,True,True
HOBBIES_1_174_CA_1_evaluation,2.415158947939272e-05,0.1,3.23563040551035e-20,0.1,True,True,True,True,True,True
HOBBIES_1_174_TX_1_evaluation,2.9249854420348203e-25,0.01,7.457410510155427e-13,0.1,True,False,True,True,False,True
HOBBIES_1_175_WI_1_evaluation,1.296666838488904e-23,0.1,5.940127273236954e-10,0.1,True,True,True,True,True,True
HOBBIES_1_180_TX_1_evaluation,1.36125467570853e-16,0.1,1.8732540658422913e-07,0.1,True,True,True,True,True,True
HOBBIES_1_183_CA_1_evaluation,0.7377740900649922,0.01,9.072884673694739e-07,0.1,False,False,True,True,False,True
HOBBIES_1_183_TX_1_evaluation,0.002792970981166323,0.1,1.5544673925650175e-07,0.1,True,True,True,True,True,True
HOBBIES_1_184_TX_1_evaluation,4.807582313953673e-06,0.1,2.477360438440929e-13,0.1,True,True,True,True,True,True
HOBBIES_1_185_TX_1_evaluation,1.5606496614135924e-06,0.1,4.300306945850353e-18,0.1,True,True,True,True,True,True
HOBBIES_1_188_CA_1_evaluation,0.32903890582028505,0.01,1.890314020931151e-13,0.1,False,False,True,True,False,True
HOBBIES_1_190_CA_1_evaluation,3.0578676943863564e-22,0.1,4.8311150121750854e-14,0.1,True,True,True,True,True,True
HOBBIES_1_194_TX_1_evaluation,0.0900871959359818,0.1,7.234247700584214e-10,0.1,False,True,True,True,False,True
HOBBIES_1_194_WI_1_evaluation,0.022447694911970198,0.1,7.605255955377298e-05,0.1,True,True,True,True,True,True
HOBBIES_1_195_WI_1_evaluation,0.001439624995293328,0.1,4.400126039090458e-12,0.1,True,True,True,True,True,True
HOBBIES_1_199_WI_1_evaluation,0.4704948518130825,0.01,2.7873730477179863e-15,0.1,False,False,True,True,False,True
HOBBIES_1_206_TX_1_evaluation,2.827856585607473e-13,0.1,1.0237776782381043e-06,0.1,True,True,True,True,True,True
HOBBIES_1_206_WI_1_evaluation,0.00017222161309615538,0.1,8.110295436300154e-09,0.08595595810581036,True,True,True,True,True,True
HOBBIES_1_208_CA_1_evaluation,0.07013047712492655,0.1,6.3513486400339506e-15,0.09359650369608555,False,True,True,True,False,True
HOBBIES_1_210_CA_1_evaluation,0.2556378407098089,0.01,8.169146938408895e-09,0.1,False,False,True,True,False,True
HOBBIES_1_212_CA_1_evaluation,2.2326146037024776e-06,0.015513455484367111,6.769118648458014e-13,0.1,True,False,True,True,False,True
HOBBIES_1_212_WI_1_evaluation,0.010050001029541684,0.01,3.911818886229833e-20,0.1,True,False,True,True,False,True
HOBBIES_1_214_WI_1_evaluation,0.0003185188681960452,0.013964059187239208,1.2550639166590476e-06,0.1,True,False,True,True,False,True
HOBBIES_1_215_WI_1_evaluation,0.0017583177513771254,0.1,6.870610706228339e-08,0.1,True,True,True,True,True,True
HOBBIES_1_216_WI_1_evaluation,0.0019181462532092684,0.1,1.5542021358093646e-05,0.1,True,True,True,True,True,True
HOBBIES_1_221_TX_1_evaluation,1.7551150410693602e-29,0.07645845132317383,2.528161980533126e-08,0.1,True,True,True,True,True,True
HOBBIES_1_224_WI_1_evaluation,1.0070852644543737e-25,0.1,9.50180268599336e-18,0.1,True,True,True,True,True,True
HOBBIES_1_231_TX_1_evaluation,0.20668829633026614,0.01,7.576191597914799e-13,0.041666666666667955,False,False,True,False,False,False
HOBBIES_1_231_WI_1_evaluation,0.004298277439488807,0.01,1.99685447623401e-24,0.1,True,False,True,True,False,True
HOBBIES_1_234_CA_1_evaluation,0.09690015595099238,0.01,4.602740632485402e-16,0.1,False,False,True,True,False,True
HOBBIES_1_235_TX_1_evaluation,0.10743649418571949,0.07749196691940612,1.273185793620583e-05,0.1,False,True,True,True,False,True
HOBBIES_1_238_TX_1_evaluation,0.005691883785040336,0.01,6.080219790796729e-19,0.1,True,False,True,True,False,True
HOBBIES_1_242_TX_1_evaluation,0.04186883778386557,0.01,7.957757034195563e-21,0.1,True,False,True,True,False,True
HOBBIES_1_245_CA_1_evaluation,0.08234032973625754,0.015385851794069413,1.0654012984571715e-14,0.1,False,False,True,True,False,True
HOBBIES_1_246_CA_1_evaluation,0.0012257685268655058,0.02277920898390576,7.021773378260304e-20,0.1,True,False,True,True,False,True
HOBBIES_1_247_TX_1_evaluation,0.05829925995966008,0.01,9.411221438451412e-11,0.1,False,False,True,True,False,True
HOBBIES_1_248_WI_1_evaluation,3.951204722708333e-17,0.1,9.944535518876904e-14,0.1,True,True,True,True,True,True
HOBBIES_1_249_CA_1_evaluation,0.03792985925721554,0.01,2.6353895833496857e-16,0.05443426789806288,True,False,True,True,False,True
HOBBIES_1_249_WI_1_evaluation,0.15575799748110342,0.01,3.17170790453884e-08,0.1,False,False,True,True,False,True
HOBBIES_1_256_CA_1_evaluation,0.14227100232309903,0.04419918761137252,1.2690122256645348e-18,0.1,False,False,True,True,False,True
HOBBIES_1_257_CA_1_evaluation,2.646431548051099e-07,0.08818063447771171,4.627187392245678e-12,0.1,True,True,True,True,True,True
HOBBIES_1_259_CA_1_evaluation,0.00013470268271710054,0.1,3.6824064316106936e-16,0.1,True,True,True,True,True,True
HOBBIES_1_260_CA_1_evaluation,0.7712684260581315,0.01,5.711658968863489e-18,0.1,False,False,True,True,False,True
HOBBIES_1_262_WI_1_evaluation,0.24829051752551956,0.01,1.0471555524351606e-12,0.0998898454387626,False,False,True,True,False,True
HOBBIES_1_263_TX_1_evaluation,0.035889054242394997,0.023899547382914724,1.468955000641637e-17,0.1,True,False,True,True,False,True
HOBBIES_1_264_CA_1_evaluation,0.010640310344484852,0.01092523941126737,2.5744586419782835e-09,0.1,True,False,True,True,False,True
HOBBIES_1_264_WI_1_evaluation,0.017096301135372357,0.01,1.9843623937210636e-13,0.1,True,False,True,True,False,True
HOBBIES_1_266_WI_1_evaluation,0.0036767973523706824,0.1,5.614733514778528e-25,0.1,True,True,True,True,True,True
HOBBIES_1_269_CA_1_evaluation,0.0180116005872573,0.016048696446419316,1.370867953173848e-24,0.1,True,False,True,True,False,True
HOBBIES_1_270_TX_1_evaluation,1.2307382345929397e-27,0.1,3.243532053530574e-11,0.1,True,True,True,True,True,True
HOBBIES_1_271_TX_1_evaluation,0.00097707782377633,0.09647756689739932,3.5587315750766704e-19,0.1,True,True,True,True,True,True
HOBBIES_1_272_CA_1_evaluation,1.896924672692792e-26,0.1,1.3247714471667993e-09,0.1,True,True,True,True,True,True
HOBBIES_1_272_TX_1_evaluation,4.456907670800441e-26,0.0397204991536502,5.349012289541789e-12,0.1,True,False,True,True,False,True
HOBBIES_1_272_WI_1_evaluation,4.6860732582909974e-27,0.1,8.512877617628794e-15,0.1,True,True,True,True,True,True
