id,arm,cat_id,volume_tertile,sales_sum
FOODS_3_667_TX_1_evaluation,treatment,FOODS,mid,438
FOODS_3_676_WI_1_evaluation,treatment,FOODS,mid,1059
FOODS_3_677_TX_1_evaluation,treatment,FOODS,mid,1078
FOODS_3_701_WI_1_evaluation,control,FOODS,mid,519
FOODS_3_710_WI_1_evaluation,treatment,FOODS,mid,416
FOODS_3_762_CA_1_evaluation,treatment,FOODS,mid,569
FOODS_3_770_TX_1_evaluation,treatment,FOODS,mid,953
HOBBIES_1_009_TX_1_evaluation,control,HOBBIES,mid,1190
HOBBIES_1_022_TX_1_evaluation,treatment,HOBBIES,mid,465
HOBBIES_1_024_WI_1_evaluation,control,HOBBIES,mid,729
HOBBIES_1_034_TX_1_evaluation,treatment,HOBBIES,mid,956
HOBBIES_1_035_WI_1_evaluation,control,HOBBIES,mid,779
HOBBIES_1_038_CA_1_evaluation,treatment,HOBBIES,mid,728
HOBBIES_1_038_WI_1_evaluation,control,HOBBIES,mid,479
HOBBIES_1_044_TX_1_evaluation,control,HOBBIES,mid,568
HOBBIES_1_050_TX_1_evaluation,control,HOBBIES,mid,442
HOBBIES_1_058_CA_1_evaluation,treatment,HOBBIES,mid,834
HOBBIES_1_068_TX_1_evaluation,treatment,HOBBIES,mid,617
HOBBIES_1_069_WI_1_evaluation,treatment,HOBBIES,mid,415
HOBBIES_1_076_CA_1_evaluation,control,HOBBIES,mid,1082
HOBBIES_1_076_TX_1_evaluation,control,HOBBIES,mid,1127
HOBBIES_1_077_CA_1_evaluation,treatment,HOBBIES,mid,442
HOBBIES_1_084_TX_1_evaluation,treatment,HOBBIES,mid,889
HOBBIES_1_084_WI_1_evaluation,treatment,HOBBIES,mid,1205
HOBBIES_1_088_CA_1_evaluation,control,HOBBIES,mid,841
HOBBIES_1_088_WI_1_evaluation,treatment,HOBBIES,mid,983
HOBBIES_1_092_WI_1_evaluation,treatment,HOBBIES,mid,912
HOBBIES_1_094_CA_1_evaluation,control,HOBBIES,mid,623
HOBBIES_1_095_WI_1_evaluation,control,HOBBIES,mid,725
HOBBIES_1_098_CA_1_evaluation,control,HOBBIES,mid,828
HOBBIES_1_099_WI_1_evaluation,treatment,HOBBIES,mid,969
HOBBIES_1_100_WI_1_evaluation,control,HOBBIES,mid,723
HOBBIES_1_107_WI_1_evaluation,treatment,HOBBIES,mid,488
HOBBIES_1_122_CA_1_evaluation,treatment,HOBBIES,mid,1039
HOBBIES_1_127_TX_1_evaluation,treatment,HOBBIES,mid,453
HOBBIES_1_139_CA_1_evaluation,control,HOBBIES,mid,671
HOBBIES_1_144_TX_1_evaluation,control,HOBBIES,mid,512
HOBBIES_1_152_WI_1_evaluation,treatment,HOBBIES,mid,492
HOBBIES_1_157_WI_1_evaluation,treatment,HOBBIES,mid,950
HOBBIES_1_195_CA_1_evaluation,control,HOBBIES,mid,1188
HOBBIES_1_207_WI_1_evaluation,control,HOBBIES,mid,695
HOBBIES_1_215_WI_1_evaluation,treatment,HOBBIES,mid,612
HOBBIES_1_237_TX_1_evaluation,treatment,HOBBIES,mid,864
HOBBIES_1_247_CA_1_evaluation,control,HOBBIES,mid,670
HOBBIES_1_253_WI_1_evaluation,treatment,HOBBIES,mid,780
HOBBIES_1_255_WI_1_evaluation,treatment,HOBBIES,mid,901
HOBBIES_1_257_TX_1_evaluation,treatment,HOBBIES,mid,505
HOBBIES_1_260_CA_1_evaluation,treatment,HOBBIES,mid,922
HOBBIES_1_266_CA_1_evaluation,treatment,HOBBIES,mid,1081
HOBBIES_1_273_WI_1_evaluation,control,HOBBIES,mid,962
HOBBIES_1_275_WI_1_evaluation,treatment,HOBBIES,mid,457
HOBBIES_1_279_WI_1_evaluation,control,HOBBIES,mid,521
HOBBIES_1_280_TX_1_evaluation,control,HOBBIES,mid,462
HOBBIES_1_287_TX_1_evaluation,treatment,HOBBIES,mid,450
HOBBIES_1_289_WI_1_evaluation,treatment,HOBBIES,mid,1084
HOBBIES_1_292_CA_1_evaluation,treatment,HOBBIES,mid,436
HOBBIES_1_308_TX_1_evaluation,treatment,HOBBIES,mid,545
HOBBIES_1_310_TX_1_evaluation,treatment,HOBBIES,mid,445
HOBBIES_1_313_WI_1_evaluation,treatment,HOBBIES,mid,1006
HOBBIES_1_323_WI_1_evaluation,control,HOBBIES,mid,1000
HOBBIES_1_326_TX_1_evaluation,treatment,HOBBIES,mid,525
HOBBIES_1_329_WI_1_evaluation,treatment,HOBBIES,mid,679
HOBBIES_1_331_CA_1_evaluation,treatment,HOBBIES,mid,568
HOBBIES_1_334_CA_1_evaluation,control,HOBBIES,mid,658
HOBBIES_1_334_WI_1_evaluation,control,HOBBIES,mid,528
HOBBIES_1_349_TX_1_evaluation,treatment,HOBBIES,mid,561
HOBBIES_1_357_WI_1_evaluation,treatment,HOBBIES,mid,528
HOBBIES_1_362_WI_1_evaluation,treatment,HOBBIES,mid,508
HOBBIES_1_367_WI_1_evaluation,treatment,HOBBIES,mid,1041
HOBBIES_1_373_WI_1_evaluation,treatment,HOBBIES,mid,1006
HOBBIES_1_382_CA_1_evaluation,control,HOBBIES,mid,1171
HOBBIES_1_388_TX_1_evaluation,treatment,HOBBIES,mid,1188
HOBBIES_1_397_TX_1_evaluation,control,HOBBIES,mid,600
HOBBIES_1_397_WI_1_evaluation,control,HOBBIES,mid,539
HOBBIES_1_407_TX_1_evaluation,treatment,HOBBIES,mid,986
HOBBIES_1_413_TX_1_evaluation,treatment,HOBBIES,mid,1038
HOBBIES_1_414_CA_1_evaluation,control,HOBBIES,mid,717
HOBBIES_1_419_WI_1_evaluation,control,HOBBIES,mid,860
HOBBIES_1_421_CA_1_evaluation,treatment,HOBBIES,mid,1185
HOBBIES_2_002_CA_1_evaluation,control,HOBBIES,mid,435
HOBBIES_2_002_TX_1_evaluation,control,HOBBIES,mid,415
HOBBIES_2_007_TX_1_evaluation,control,HOBBIES,mid,481
HOBBIES_2_007_WI_1_evaluation,control,HOBBIES,mid,664
HOBBIES_2_009_WI_1_evaluation,treatment,HOBBIES,mid,443
HOBBIES_2_011_CA_1_evaluation,control,HOBBIES,mid,519
HOBBIES_2_029_WI_1_evaluation,treatment,HOBBIES,mid,715
HOBBIES_2_043_CA_1_evaluation,treatment,HOBBIES,mid,732
HOBBIES_2_063_WI_1_evaluation,treatment,HOBBIES,mid,453
HOBBIES_2_076_WI_1_evaluation,treatment,HOBBIES,mid,732
HOBBIES_2_085_CA_1_evaluation,treatment,HOBBIES,mid,615
HOBBIES_2_100_CA_1_evaluation,treatment,HOBBIES,mid,565
HOBBIES_2_107_WI_1_evaluation,control,HOBBIES,mid,618
HOBBIES_2_115_WI_1_evaluation,control,HOBBIES,mid,718
HOBBIES_2_117_WI_1_evaluation,control,HOBBIES,mid,622
HOBBIES_2_120_CA_1_evaluation,treatment,HOBBIES,mid,645
HOBBIES_2_120_TX_1_evaluation,treatment,HOBBIES,mid,681
HOBBIES_2_124_TX_1_evaluation,treatment,HOBBIES,mid,597
HOBBIES_2_131_TX_1_evaluation,treatment,HOBBIES,mid,815
HOBBIES_2_131_WI_1_evaluation,treatment,HOBBIES,mid,441
HOBBIES_2_133_WI_1_evaluation,treatment,HOBBIES,mid,605
HOUSEHOLD_1_037_WI_1_evaluation,control,HOUSEHOLD,mid,704
HOUSEHOLD_1_046_WI_1_evaluation,control,HOUSEHOLD,mid,860
HOUSEHOLD_1_049_TX_1_evaluation,treatment,HOUSEHOLD,mid,790
HOUSEHOLD_1_052_CA_1_evaluation,treatment,HOUSEHOLD,mid,540
HOUSEHOLD_1_074_TX_1_evaluation,control,HOUSEHOLD,mid,1183
HOUSEHOLD_1_127_WI_1_evaluation,control,HOUSEHOLD,mid,583
HOUSEHOLD_1_144_CA_1_evaluation,control,HOUSEHOLD,mid,564
HOUSEHOLD_1_144_WI_1_evaluation,control,HOUSEHOLD,mid,630
HOUSEHOLD_1_146_TX_1_evaluation,control,HOUSEHOLD,mid,1167
HOUSEHOLD_1_154_CA_1_evaluation,treatment,HOUSEHOLD,mid,985
HOUSEHOLD_1_155_WI_1_evaluation,control,HOUSEHOLD,mid,605
HOUSEHOLD_1_170_TX_1_evaluation,control,HOUSEHOLD,mid,1201
HOUSEHOLD_1_181_TX_1_evaluation,control,HOUSEHOLD,mid,787
HOUSEHOLD_1_193_TX_1_evaluation,control,HOUSEHOLD,mid,547
HOUSEHOLD_1_200_CA_1_evaluation,control,HOUSEHOLD,mid,778
HOUSEHOLD_1_200_TX_1_evaluation,treatment,HOUSEHOLD,mid,859
HOUSEHOLD_1_205_CA_1_evaluation,control,HOUSEHOLD,mid,1088
HOUSEHOLD_1_211_CA_1_evaluation,treatment,HOUSEHOLD,mid,1027
HOUSEHOLD_1_219_WI_1_evaluation,control,HOUSEHOLD,mid,606
HOUSEHOLD_1_231_CA_1_evaluation,control,HOUSEHOLD,mid,677
HOUSEHOLD_1_232_TX_1_evaluation,control,HOUSEHOLD,mid,807
HOUSEHOLD_1_237_WI_1_evaluation,treatment,HOUSEHOLD,mid,512
HOUSEHOLD_1_241_TX_1_evaluation,control,HOUSEHOLD,mid,803
HOUSEHOLD_1_249_TX_1_evaluation,treatment,HOUSEHOLD,mid,654
HOUSEHOLD_1_265_TX_1_evaluation,control,HOUSEHOLD,mid,728
HOUSEHOLD_1_267_CA_1_evaluation,control,HOUSEHOLD,mid,505
HOUSEHOLD_1_268_CA_1_evaluation,treatment,HOUSEHOLD,mid,1028
HOUSEHOLD_1_270_WI_1_evaluation,treatment,HOUSEHOLD,mid,556
HOUSEHOLD_1_271_TX_1_evaluation,treatment,HOUSEHOLD,mid,444
HOUSEHOLD_1_288_WI_1_evaluation,control,HOUSEHOLD,mid,527
HOUSEHOLD_1_298_TX_1_evaluation,control,HOUSEHOLD,mid,1179
HOUSEHOLD_1_299_TX_1_evaluation,control,HOUSEHOLD,mid,731
HOUSEHOLD_1_322_WI_1_evaluation,treatment,HOUSEHOLD,mid,832
HOUSEHOLD_1_325_WI_1_evaluation,treatment,HOUSEHOLD,mid,1178
HOUSEHOLD_1_336_WI_1_evaluation,treatment,HOUSEHOLD,mid,682
HOUSEHOLD_1_337_CA_1_evaluation,control,HOUSEHOLD,mid,748
HOUSEHOLD_1_373_WI_1_evaluation,treatment,HOUSEHOLD,mid,1044
HOUSEHOLD_1_377_WI_1_evaluation,control,HOUSEHOLD,mid,1163
HOUSEHOLD_1_382_TX_1_evaluation,control,HOUSEHOLD,mid,852
HOUSEHOLD_1_384_WI_1_evaluation,control,HOUSEHOLD,mid,436
HOUSEHOLD_1_394_CA_1_evaluation,control,HOUSEHOLD,mid,832
HOUSEHOLD_1_405_WI_1_evaluation,treatment,HOUSEHOLD,mid,633
HOUSEHOLD_1_406_CA_1_evaluation,control,HOUSEHOLD,mid,930
HOUSEHOLD_1_408_WI_1_evaluation,treatment,HOUSEHOLD,mid,959
HOUSEHOLD_1_412_TX_1_evaluation,control,HOUSEHOLD,mid,1095
HOUSEHOLD_1_421_TX_1_evaluation,treatment,HOUSEHOLD,mid,702
HOUSEHOLD_1_421_WI_1_evaluation,control,HOUSEHOLD,mid,771
HOUSEHOLD_1_440_WI_1_evaluation,treatment,HOUSEHOLD,mid,667
HOUSEHOLD_1_450_WI_1_evaluation,control,HOUSEHOLD,mid,1033
HOUSEHOLD_1_455_TX_1_evaluation,control,HOUSEHOLD,mid,442
HOUSEHOLD_1_464_CA_1_evaluation,treatment,HOUSEHOLD,mid,591
HOUSEHOLD_1_464_TX_1_evaluation,control,HOUSEHOLD,mid,500
HOUSEHOLD_1_479_TX_1_evaluation,control,HOUSEHOLD,mid,836
HOUSEHOLD_1_480_WI_1_evaluation,treatment,HOUSEHOLD,mid,722
HOUSEHOLD_1_483_CA_1_evaluation,treatment,HOUSEHOLD,mid,522
HOUSEHOLD_1_486_TX_1_evaluation,treatment,HOUSEHOLD,mid,1016
HOUSEHOLD_1_492_TX_1_evaluation,treatment,HOUSEHOLD,mid,566
HOUSEHOLD_1_495_WI_1_evaluation,control,HOUSEHOLD,mid,508
HOUSEHOLD_1_504_CA_1_evaluation,control,HOUSEHOLD,mid,576
HOUSEHOLD_1_513_TX_1_evaluation,treatment,HOUSEHOLD,mid,954
HOUSEHOLD_1_518_WI_1_evaluation,treatment,HOUSEHOLD,mid,573
HOUSEHOLD_1_519_WI_1_evaluation,treatment,HOUSEHOLD,mid,1082
HOUSEHOLD_1_538_TX_1_evaluation,control,HOUSEHOLD,mid,818
HOUSEHOLD_2_030_CA_1_evaluation,control,HOUSEHOLD,mid,874
HOUSEHOLD_2_039_CA_1_evaluation,control,HOUSEHOLD,mid,447
HOUSEHOLD_2_047_CA_1_evaluation,treatment,HOUSEHOLD,mid,978
HOUSEHOLD_2_050_CA_1_evaluation,treatment,HOUSEHOLD,mid,649
HOUSEHOLD_2_052_CA_1_evaluation,control,HOUSEHOLD,mid,754
HOUSEHOLD_2_052_TX_1_evaluation,treatment,HOUSEHOLD,mid,496
HOUSEHOLD_2_070_WI_1_evaluation,control,HOUSEHOLD,mid,552
HOUSEHOLD_2_079_CA_1_evaluation,treatment,HOUSEHOLD,mid,596
HOUSEHOLD_2_084_TX_1_evaluation,treatment,HOUSEHOLD,mid,724
HOUSEHOLD_2_096_CA_1_evaluation,treatment,HOUSEHOLD,mid,837
HOUSEHOLD_2_102_TX_1_evaluation,control,HOUSEHOLD,mid,741
HOUSEHOLD_2_104_CA_1_evaluation,control,HOUSEHOLD,mid,454
HOUSEHOLD_2_113_TX_1_evaluation,control,HOUSEHOLD,mid,657
HOUSEHOLD_2_115_WI_1_evaluation,control,HOUSEHOLD,mid,908
HOUSEHOLD_2_117_WI_1_evaluation,control,HOUSEHOLD,mid,726
HOUSEHOLD_2_159_CA_1_evaluation,treatment,HOUSEHOLD,mid,746
HOUSEHOLD_2_203_WI_1_evaluation,treatment,HOUSEHOLD,mid,792
HOUSEHOLD_2_213_CA_1_evaluation,control,HOUSEHOLD,mid,1208
HOUSEHOLD_2_222_TX_1_evaluation,control,HOUSEHOLD,mid,806
HOUSEHOLD_2_225_WI_1_evaluation,control,HOUSEHOLD,mid,806
HOUSEHOLD_2_228_CA_1_evaluation,treatment,HOUSEHOLD,mid,667
HOUSEHOLD_2_241_CA_1_evaluation,control,HOUSEHOLD,mid,940
HOUSEHOLD_2_249_WI_1_evaluation,treatment,HOUSEHOLD,mid,425
HOUSEHOLD_2_250_CA_1_evaluation,control,HOUSEHOLD,mid,849
HOUSEHOLD_2_251_WI_1_evaluation,control,HOUSEHOLD,mid,465
HOUSEHOLD_2_255_CA_1_evaluation,treatment,HOUSEHOLD,mid,468
HOUSEHOLD_2_257_TX_1_evaluation,treatment,HOUSEHOLD,mid,444
HOUSEHOLD_2_262_TX_1_evaluation,control,HOUSEHOLD,mid,658
HOUSEHOLD_2_268_TX_1_evaluation,treatment,HOUSEHOLD,mid,461
HOUSEHOLD_2_282_CA_1_evaluation,treatment,HOUSEHOLD,mid,853
HOUSEHOLD_2_288_CA_1_evaluation,control,HOUSEHOLD,mid,928
HOUSEHOLD_2_295_CA_1_evaluation,treatment,HOUSEHOLD,mid,746
HOUSEHOLD_2_295_TX_1_evaluation,treatment,HOUSEHOLD,mid,907
HOUSEHOLD_2_344_CA_1_evaluation,control,HOUSEHOLD,mid,674
HOUSEHOLD_2_350_CA_1_evaluation,control,HOUSEHOLD,mid,1210
HOUSEHOLD_2_352_WI_1_evaluation,treatment,HOUSEHOLD,mid,659
HOUSEHOLD_2_368_WI_1_evaluation,control,HOUSEHOLD,mid,490
HOUSEHOLD_2_388_CA_1_evaluation,treatment,HOUSEHOLD,mid,1084
HOUSEHOLD_2_389_WI_1_evaluation,treatment,HOUSEHOLD,mid,677
HOUSEHOLD_2_424_WI_1_evaluation,control,HOUSEHOLD,mid,496
HOUSEHOLD_2_431_WI_1_evaluation,treatment,HOUSEHOLD,mid,437
HOUSEHOLD_2_439_TX_1_evaluation,control,HOUSEHOLD,mid,589
HOUSEHOLD_2_457_CA_1_evaluation,control,HOUSEHOLD,mid,797
HOUSEHOLD_2_467_WI_1_evaluation,treatment,HOUSEHOLD,mid,886
HOUSEHOLD_2_472_TX_1_evaluation,treatment,HOUSEHOLD,mid,893
HOUSEHOLD_2_498_CA_1_evaluation,control,HOUSEHOLD,mid,474
FOODS_1_005_WI_1_evaluation,control,FOODS,high,1800
FOODS_1_006_CA_1_evaluation,control,FOODS,high,2776
FOODS_1_018_CA_1_evaluation,treatment,FOODS,high,18015
FOODS_1_020_WI_1_evaluation,control,FOODS,high,3309
FOODS_1_042_TX_1_evaluation,control,FOODS,high,5704
FOODS_1_045_TX_1_evaluation,treatment,FOODS,high,1791
FOODS_1_047_TX_1_evaluation,treatment,FOODS,high,1772
FOODS_1_076_CA_1_evaluation,treatment,FOODS,high,1415
FOODS_1_082_WI_1_evaluation,treatment,FOODS,high,7987
FOODS_1_083_TX_1_evaluation,treatment,FOODS,high,2374
FOODS_1_097_TX_1_evaluation,treatment,FOODS,high,1832
FOODS_1_121_WI_1_evaluation,treatment,FOODS,high,1969
FOODS_1_130_TX_1_evaluation,control,FOODS,high,1304
FOODS_1_133_CA_1_evaluation,control,FOODS,high,1602
FOODS_1_139_CA_1_evaluation,control,FOODS,high,3477
FOODS_1_152_TX_1_evaluation,treatment,FOODS,high,1430
FOODS_1_161_CA_1_evaluation,control,FOODS,high,16268
FOODS_1_181_CA_1_evaluation,treatment,FOODS,high,3432
FOODS_1_181_TX_1_evaluation,control,FOODS,high,1744
FOODS_1_182_WI_1_evaluation,control,FOODS,high,1470
FOODS_1_184_WI_1_evaluation,treatment,FOODS,high,5651
FOODS_1_200_CA_1_evaluation,treatment,FOODS,high,5020
FOODS_1_200_WI_1_evaluation,control,FOODS,high,2729
FOODS_1_208_TX_1_evaluation,treatment,FOODS,high,1821
FOODS_2_003_CA_1_evaluation,treatment,FOODS,high,2738
FOODS_2_026_WI_1_evaluation,treatment,FOODS,high,3573
FOODS_2_032_TX_1_evaluation,treatment,FOODS,high,2267
FOODS_2_034_TX_1_evaluation,treatment,FOODS,high,3266
FOODS_2_034_WI_1_evaluation,control,FOODS,high,1814
FOODS_2_055_CA_1_evaluation,treatment,FOODS,high,1456
FOODS_2_067_CA_1_evaluation,control,FOODS,high,1685
FOODS_2_081_CA_1_evaluation,control,FOODS,high,3040
FOODS_2_103_WI_1_evaluation,control,FOODS,high,1767
FOODS_2_135_WI_1_evaluation,control,FOODS,high,1609
FOODS_2_139_TX_1_evaluation,control,FOODS,high,2149
FOODS_2_142_TX_1_evaluation,control,FOODS,high,1547
FOODS_2_152_TX_1_evaluation,treatment,FOODS,high,9213
FOODS_2_153_WI_1_evaluation,treatment,FOODS,high,2212
FOODS_2_164_CA_1_evaluation,treatment,FOODS,high,4784
FOODS_2_170_CA_1_evaluation,control,FOODS,high,2581
FOODS_2_172_WI_1_evaluation,control,FOODS,high,1364
FOODS_2_197_CA_1_evaluation,treatment,FOODS,high,39704
FOODS_2_204_TX_1_evaluation,treatment,FOODS,high,7645
FOODS_2_225_WI_1_evaluation,control,FOODS,high,1530
FOODS_2_240_WI_1_evaluation,control,FOODS,high,3498
FOODS_2_247_TX_1_evaluation,control,FOODS,high,1347
FOODS_2_251_TX_1_evaluation,control,FOODS,high,2776
FOODS_2_255_CA_1_evaluation,treatment,FOODS,high,3554
FOODS_2_255_TX_1_evaluation,control,FOODS,high,2470
FOODS_2_275_WI_1_evaluation,control,FOODS,high,1606
FOODS_2_285_TX_1_evaluation,treatment,FOODS,high,8106
FOODS_2_307_CA_1_evaluation,treatment,FOODS,high,3503
FOODS_2_315_TX_1_evaluation,control,FOODS,high,5985
FOODS_2_315_WI_1_evaluation,treatment,FOODS,high,3611
FOODS_2_338_WI_1_evaluation,control,FOODS,high,1734
FOODS_2_391_TX_1_evaluation,treatment,FOODS,high,1609
FOODS_3_021_CA_1_evaluation,control,FOODS,high,4336
FOODS_3_029_CA_1_evaluation,control,FOODS,high,2290
FOODS_3_035_CA_1_evaluation,control,FOODS,high,3049
FOODS_3_040_CA_1_evaluation,control,FOODS,high,1212
FOODS_3_059_TX_1_evaluation,control,FOODS,high,7951
FOODS_3_063_CA_1_evaluation,treatment,FOODS,high,3161
FOODS_3_065_CA_1_evaluation,control,FOODS,high,2476
FOODS_3_077_CA_1_evaluation,control,FOODS,high,4860
FOODS_3_078_CA_1_evaluation,treatment,FOODS,high,1516
FOODS_3_083_CA_1_evaluation,treatment,FOODS,high,2354
FOODS_3_089_WI_1_evaluation,treatment,FOODS,high,4641
FOODS_3_097_WI_1_evaluation,control,FOODS,high,2403
FOODS_3_100_WI_1_evaluation,treatment,FOODS,high,2670
FOODS_3_103_CA_1_evaluation,control,FOODS,high,2128
FOODS_3_106_CA_1_evaluation,treatment,FOODS,high,3923
FOODS_3_109_WI_1_evaluation,control,FOODS,high,4841
FOODS_3_113_CA_1_evaluation,control,FOODS,high,9693
FOODS_3_116_CA_1_evaluation,treatment,FOODS,high,5806
FOODS_3_126_TX_1_evaluation,control,FOODS,high,4538
FOODS_3_136_TX_1_evaluation,control,FOODS,high,15464
FOODS_3_138_WI_1_evaluation,control,FOODS,high,2144
FOODS_3_144_CA_1_evaluation,control,FOODS,high,2590
FOODS_3_163_CA_1_evaluation,control,FOODS,high,6189
FOODS_3_184_CA_1_evaluation,treatment,FOODS,high,5086
FOODS_3_184_TX_1_evaluation,control,FOODS,high,2098
FOODS_3_190_WI_1_evaluation,control,FOODS,high,1890
FOODS_3_191_WI_1_evaluation,treatment,FOODS,high,1943
FOODS_3_194_TX_1_evaluation,treatment,FOODS,high,1313
FOODS_3_195_TX_1_evaluation,treatment,FOODS,high,3004
FOODS_3_214_WI_1_evaluation,control,FOODS,high,3692
FOODS_3_225_CA_1_evaluation,treatment,FOODS,high,3280
FOODS_3_243_CA_1_evaluation,treatment,FOODS,high,1283
FOODS_3_248_WI_1_evaluation,treatment,FOODS,high,1398
FOODS_3_265_CA_1_evaluation,treatment,FOODS,high,4168
FOODS_3_300_CA_1_evaluation,control,FOODS,high,6947
FOODS_3_304_CA_1_evaluation,control,FOODS,high,5264
FOODS_3_318_WI_1_evaluation,control,FOODS,high,18621
FOODS_3_327_CA_1_evaluation,treatment,FOODS,high,8221
FOODS_3_334_TX_1_evaluation,control,FOODS,high,1372
FOODS_3_361_TX_1_evaluation,treatment,FOODS,high,1487
FOODS_3_363_WI_1_evaluation,treatment,FOODS,high,3118
FOODS_3_367_CA_1_evaluation,control,FOODS,high,2478
FOODS_3_385_WI_1_evaluation,treatment,FOODS,high,1570
FOODS_3_391_WI_1_evaluation,control,FOODS,high,1255
FOODS_3_404_CA_1_evaluation,treatment,FOODS,high,14297
FOODS_3_405_WI_1_evaluation,control,FOODS,high,1758
FOODS_3_411_WI_1_evaluation,treatment,FOODS,high,2058
FOODS_3_441_TX_1_evaluation,treatment,FOODS,high,4916
FOODS_3_441_WI_1_evaluation,control,FOODS,high,3161
FOODS_3_446_WI_1_evaluation,treatment,FOODS,high,7308
FOODS_3_447_WI_1_evaluation,treatment,FOODS,high,1380
FOODS_3_448_TX_1_evaluation,control,FOODS,high,1641
FOODS_3_468_CA_1_evaluation,control,FOODS,high,7380
FOODS_3_468_WI_1_evaluation,control,FOODS,high,7159
FOODS_3_469_WI_1_evaluation,treatment,FOODS,high,4745
FOODS_3_470_WI_1_evaluation,control,FOODS,high,1426
FOODS_3_475_TX_1_evaluation,treatment,FOODS,high,4582
FOODS_3_476_CA_1_evaluation,treatment,FOODS,high,11310
FOODS_3_480_TX_1_evaluation,control,FOODS,high,1517
FOODS_3_492_WI_1_evaluation,treatment,FOODS,high,1904
FOODS_3_496_CA_1_evaluation,treatment,FOODS,high,2071
FOODS_3_499_CA_1_evaluation,treatment,FOODS,high,17143
FOODS_3_508_CA_1_evaluation,control,FOODS,high,2425
FOODS_3_513_CA_1_evaluation,control,FOODS,high,3459
FOODS_3_526_WI_1_evaluation,treatment,FOODS,high,4677
FOODS_3_533_TX_1_evaluation,control,FOODS,high,2449
FOODS_3_533_WI_1_evaluation,control,FOODS,high,1750
FOODS_3_535_CA_1_evaluation,control,FOODS,high,2201
FOODS_3_562_CA_1_evaluation,treatment,FOODS,high,4784
FOODS_3_566_CA_1_evaluation,treatment,FOODS,high,5801
FOODS_3_572_CA_1_evaluation,control,FOODS,high,10870
FOODS_3_590_TX_1_evaluation,treatment,FOODS,high,2615
FOODS_3_591_CA_1_evaluation,treatment,FOODS,high,2558
FOODS_3_614_WI_1_evaluation,treatment,FOODS,high,4716
FOODS_3_615_WI_1_evaluation,control,FOODS,high,2911
FOODS_3_629_CA_1_evaluation,treatment,FOODS,high,1791
FOODS_3_638_CA_1_evaluation,treatment,FOODS,high,3370
FOODS_3_651_TX_1_evaluation,control,FOODS,high,1752
FOODS_3_651_WI_1_evaluation,control,FOODS,high,1607
FOODS_3_652_CA_1_evaluation,treatment,FOODS,high,7702
FOODS_3_665_CA_1_evaluation,control,FOODS,high,2851
FOODS_3_668_WI_1_evaluation,control,FOODS,high,24852
FOODS_3_687_WI_1_evaluation,control,FOODS,high,1883
FOODS_3_692_WI_1_evaluation,treatment,FOODS,high,8957
FOODS_3_704_TX_1_evaluation,control,FOODS,high,4593
FOODS_3_712_TX_1_evaluation,treatment,FOODS,high,1408
FOODS_3_727_CA_1_evaluation,treatment,FOODS,high,6131
FOODS_3_727_WI_1_evaluation,treatment,FOODS,high,2702
FOODS_3_734_TX_1_evaluation,treatment,FOODS,high,12946
FOODS_3_738_CA_1_evaluation,treatment,FOODS,high,9595
FOODS_3_741_CA_1_evaluation,control,FOODS,high,34490
FOODS_3_742_WI_1_evaluation,treatment,FOODS,high,2967
FOODS_3_752_CA_1_evaluation,treatment,FOODS,high,12372
FOODS_3_753_CA_1_evaluation,treatment,FOODS,high,8125
FOODS_3_755_CA_1_evaluation,treatment,FOODS,high,22516
FOODS_3_757_WI_1_evaluation,treatment,FOODS,high,2457
FOODS_3_761_CA_1_evaluation,treatment,FOODS,high,2013
FOODS_3_776_TX_1_evaluation,control,FOODS,high,1217
FOODS_3_783_CA_1_evaluation,treatment,FOODS,high,9162
FOODS_3_786_CA_1_evaluation,treatment,FOODS,high,4491
FOODS_3_792_WI_1_evaluation,control,FOODS,high,6123
FOODS_3_816_TX_1_evaluation,control,FOODS,high,7868
FOODS_3_818_CA_1_evaluation,treatment,FOODS,high,4014
FOODS_3_827_WI_1_evaluation,control,FOODS,high,2526
HOBBIES_1_008_CA_1_evaluation,control,HOBBIES,high,13460
HOBBIES_1_023_TX_1_evaluation,treatment,HOBBIES,high,2421
HOBBIES_1_028_CA_1_evaluation,treatment,HOBBIES,high,1302
HOBBIES_1_029_TX_1_evaluation,control,HOBBIES,high,1528
HOBBIES_1_048_CA_1_evaluation,control,HOBBIES,high,12992
HOBBIES_1_056_CA_1_evaluation,treatment,HOBBIES,high,1494
HOBBIES_1_056_WI_1_evaluation,treatment,HOBBIES,high,2962
HOBBIES_1_067_WI_1_evaluation,control,HOBBIES,high,10071
HOBBIES_1_078_WI_1_evaluation,treatment,HOBBIES,high,1832
HOBBIES_1_080_WI_1_evaluation,control,HOBBIES,high,6248
HOBBIES_1_105_CA_1_evaluation,control,HOBBIES,high,1587
HOBBIES_1_108_CA_1_evaluation,control,HOBBIES,high,2022
HOBBIES_1_115_TX_1_evaluation,control,HOBBIES,high,1755
HOBBIES_1_124_CA_1_evaluation,control,HOBBIES,high,1300
HOBBIES_1_141_WI_1_evaluation,treatment,HOBBIES,high,1215
HOBBIES_1_142_TX_1_evaluation,treatment,HOBBIES,high,1760
HOBBIES_1_144_CA_1_evaluation,control,HOBBIES,high,1700
HOBBIES_1_149_CA_1_evaluation,control,HOBBIES,high,1437
